,category,scientific_name,common_names,conservation_status
2000,Vascular Plant,Carex grayi,Gray's Sedge,
1086,Vascular Plant,Lychnis coronaria,Rose Campion,
2006,Vascular Plant,Carex kraliana,Kral's Sedge,
2600,Vascular Plant,Aesculus glabra,Ohio Buckeye,
2314,Vascular Plant,Sphenopholis intermedia,Sphenopholis,
5659,Vascular Plant,Cheilanthes gracillima,Lace Lipfern,
633,Vascular Plant,Zizia aurea,Golden Zizia,
1236,Vascular Plant,Shortia galacifolia,Oconee Bells,Species of Concern
2596,Vascular Plant,Acer saccharinum,Silver Maple,
2593,Vascular Plant,Acer platanoides,Norway Maple,
5496,Vascular Plant,Carex straminiformis,Shasta Sedge,
4472,Mammal,Sylvilagus bachmani,Brush Rabbit,Species of Concern
1165,Vascular Plant,Pontederia cordata,Pickerelweed,
877,Vascular Plant,Liatris scariosa,Devil's Bite,
2582,Vascular Plant,Rhus glabra,Smooth Sumac,
4544,Bird,Baeolophus inornatus,Oak Titmouse,
4227,Vascular Plant,Festuca idahoensis,Idaho Fescue,
5361,Vascular Plant,Linum lewisii var. alpicola,Prairie Flax,
4530,Bird,Artemisiospiza belli,Sage Sparrow,
1818,Vascular Plant,Salix discolor,Pussy Willow,
1186,Vascular Plant,Sicyos angulatus,Bur Cucumber,
5614,Vascular Plant,Muhlenbergia minutissima,Annual Muhly,
770,Vascular Plant,Cirsium altissimum,Tall Thistle,
4533,Bird,Junco hyemalis oreganus,Oregon Junco,
1822,Vascular Plant,Salix humilis var. tristis,Dwarf Willow,
1824,Vascular Plant,Salix sericea,Silky Willow,
1826,Vascular Plant,Hybanthus concolor,Green Violet,
2494,Vascular Plant,Geum aleppicum,Yellow Avens,
2459,Vascular Plant,Morus rubra,Red Mulberry,
2455,Vascular Plant,Elaeagnus umbellata,Autumn Olive,
2410,Vascular Plant,Anemone quinquefolia,Wood Anemone,
762,Vascular Plant,Carduus nutans,Musk Thistle,
960,Vascular Plant,Symphyotrichum lateriflorum var. lateriflorum,Calico Aster,
1837,Vascular Plant,Viola egglestonii,Glade Violet,
5564,Vascular Plant,Bromus diandrus,Ripgut Brome,
5583,Vascular Plant,Elymus elymoides ssp. californicus,Squirreltail,
2141,Vascular Plant,Andropogon gerardii,Big Bluestem,
5567,Vascular Plant,Bromus inermis ssp. inermis,Smooth Brome,
746,Vascular Plant,Artemisia abrotanum,Southernwood,
4523,Bird,Haemorhous purpureus,Purple Finch,
4556,Bird,Troglodytes pacificus,Pacific Wren,
2518,Vascular Plant,Prunus avium,Sweet Cherry,
5526,Vascular Plant,Juncus effusus var. pacificus,Pacific Rush,
1959,Vascular Plant,Carex amphibola var. turgida,Turgid Sedge,
5531,Vascular Plant,Juncus mexicanus,Mexican Rush,
5532,Vascular Plant,Juncus occidentalis,Western Rush,
2567,Vascular Plant,Ulmus rubra,Slippery Elm,
2566,Vascular Plant,Ulmus pumila,Siberean Elm,
2565,Vascular Plant,Ulmus americana,American Elm,
5466,Vascular Plant,Carex davyi,Davy's Sedge,
5534,Vascular Plant,Juncus oxymeris,Pointed Rush,
2350,Vascular Plant,Pteridium aquilinum var. latiusculum,Bracken Fern,
1949,Vascular Plant,Carex aestivalis,Summer Sedge,
2351,Vascular Plant,Pteridium aquilinum var. pseudocaudatum,Bracken Fern,
5539,Vascular Plant,Juncus uncialis,Twelfth Rush,
805,Vascular Plant,Eupatorium coelestinum,Blue Boneset,
2538,Vascular Plant,Rosa setigera,Prairie Rose,
801,Vascular Plant,Eupatorium,Thoroughwort,
2533,Vascular Plant,Rosa centifolia,Cabbage Rose,
4520,Bird,Dendragapus fuliginosus,Sooty Grouse,
2378,Vascular Plant,Cystopteris bulbifera,Bulblet Fern,
4249,Vascular Plant,Muhlenbergia filiformis,Pullup Muhly,
2528,Vascular Plant,Pyrus calleryana,Callery Pear,
4561,Bird,Sayornis nigricans,Black Phoebe,
787,Vascular Plant,Crepis pulchra,Hawk's Beard,
2234,Vascular Plant,Festuca ovina,Ovina Fescue,
1752,Vascular Plant,Huperzia selago var. selago,Fir Clubmoss,
1993,Vascular Plant,Carex festucacea,Fescue Sedge,
3053,Mammal,Microtus montanus,Montane Vole,
1420,Vascular Plant,Betula alleghaniensis var. alleghaniensis,Yellow Birch,
395,Reptile,Scincella lateralis,Ground Skink,
3759,Vascular Plant,Rumex aquaticus var. fenestratus,Western Dock,
4086,Vascular Plant,Carex flava,Yellow Sedge,
117,Bird,Branta canadensis,Canada Goose,
1719,Vascular Plant,Streptopus lanceolatus var. lanceolatus,Twistedstalk,
1689,Vascular Plant,Verbascum virgatum,Wand Mullein,
113,Bird,Aythya affinis,Lesser Scaup,Species of Concern
4010,Vascular Plant,Salix fragilis,Crack Willow,
228,Bird,Tachycineta bicolor,Tree Swallow,Species of Concern
1720,Vascular Plant,Streptopus lanceolatus var. roseus,Twistedstalk,
490,Fish,Erimonax monachus,Spotfin Chub,Threatened
499,Fish,Notropis baileyi,Rough Shiner,
125,Bird,Melanitta nigra,Black Scoter,
1394,Vascular Plant,Thermopsis mollis var. mollis,Softbush-Pea,
1517,Vascular Plant,Houstonia purpurea var. calycosa,Venus' Pride,
94,Bird,Aquila chrysaetos,Golden Eagle,Species of Concern
1287,Vascular Plant,Phlox paniculata,Summer Phlox,
506,Fish,Notropis volucellus,Mimic Shiner,
3323,Vascular Plant,Scheuchzeria palustris,Rannoch-Rush,
4820,Vascular Plant,Pyrrocoma apargioides,Alpineflames,
89,Mammal,Scalopus aquaticus,Eastern Mole,
2833,Nonvascular Plant,Entodon brevisetus,Entodon Moss,
1283,Vascular Plant,Phlox glaberrima ssp. triflora,Smooth Phlox,
4092,Vascular Plant,Carex interior,Inland Sedge,
1748,Vascular Plant,Huperzia appalachiana,Fir Clubmoss,
1518,Vascular Plant,Houstonia purpurea var. purpurea,Venus' Pride,
4806,Vascular Plant,Madia elegans ssp. elegans,Common Madia,
4807,Vascular Plant,Madia elegans ssp. vernalis,Spring Madia,
138,Bird,Larus argentatis,Herring Gull,
2835,Nonvascular Plant,Entodon concinnus,Entodon Moss,
194,Bird,Corvus corax,Common Raven,
1407,Vascular Plant,Vicia villosa ssp. varia,Winter Vetch,
1406,Vascular Plant,Vicia sativa ssp. nigra,Common Vetch,
2819,Nonvascular Plant,Bryhnia graminicolor,Bryhnia Moss,
2836,Nonvascular Plant,Entodon macropodus,Entodon Moss,
3208,Bird,Setophaga palmarum,Palm Warbler,
200,Bird,Chondestes grammacus,Lark Sparrow,
183,Bird,Plectrophenax nivalis,Snow Bunting,
204,Bird,Melospiza melodia,Song Sparrow,
2768,Nonvascular Plant,Funaria hygrometrica,Funaria Moss,
3827,Vascular Plant,Glaux maritima,Sea-Milkwort,
2767,Nonvascular Plant,Funaria flavicans,Funaria Moss,
2766,Nonvascular Plant,Funaria calvescens,Funaria Moss,
1690,Vascular Plant,Polypremum procumbens,Juniper-Leaf,
4025,Vascular Plant,Viola palustris,Marsh Violet,
223,Bird,Hirundo rustica,Barn Swallow,
472,Fish,Catostomus commersoni,White Sucker,
147,Bird,Gallinago gallinago,Common Snipe,
471,Fish,Dorosoma cepedianum,Gizzard Shad,
4014,Vascular Plant,Salix melanopsis,Dusky Willow,
3168,Bird,Calamospiza melanocorys,Lark Bunting,
78,Mammal,Tamiasciurus hudsonicus,Red Squirrel,
5059,Vascular Plant,Datisca glomerata,Durango Root,
2891,Nonvascular Plant,Neckera pennata,Neckera Moss,
2890,Nonvascular Plant,Neckera complanata,Neckera Moss,
2889,Nonvascular Plant,Homalia trichomanoides,Homalia Moss,
219,Bird,Carpodacus purpureus,Purple Finch,
3811,Vascular Plant,Vaccinium myrtillus var. oreophilum,Whortleberry,
3230,Bird,Sayornis saya,Say's Phoebe,
3791,Vascular Plant,Valeriana edulis var. edulis,Tobacco Root,
3146,Bird,Dendragapus obscurus,Dusky Grouse,
2941,Nonvascular Plant,Apometzgeria pubescens,Apometzgeria,
2834,Nonvascular Plant,Entodon cladorrhizans,Entodon Moss,
2999,Nonvascular Plant,Sphagnum compactum,Low Sphagnum,
602,Vascular Plant,Chaerophyllum tainturieri var. tainturieri,Wild Chervil,
3111,Bird,Sterna caspia,Caspian Tern,
1783,Vascular Plant,Euphorbia purpurea,Glade Spurge,Species of Concern
2975,Nonvascular Plant,Barbula unguiculata,Barbula Moss,
568,Fish,Ictalurus furcatus,Blue Catfish,
3105,Bird,Hydroprogne caspia,Caspian Tern,
570,Fish,Noturus baileyi,Smoky Madtom,Endangered
3103,Bird,Charadrius nivosus,Snowy Plover,
3099,Bird,Chaetura vauxi,Vaux's Swift,Species of Concern
2956,Nonvascular Plant,Zygodon viridissimus,Zygodon Moss,
565,Fish,Lepisosteus osseus,Longnose Gar,
1628,Vascular Plant,Syringa vulgaris,Common Lilac,
3096,Bird,Cygnus cygnus,Whooper Swan,
2674,Vascular Plant,Vitis aestivalis var. bicolor,Summer Grape,
2673,Vascular Plant,Vitis aestivalis var. aestivalis,Summer Grape,
578,Vascular Plant,Arisaema dracontium,Green Dragon,
2646,Vascular Plant,Calystegia spithamaea,Low Bindweed,
2991,Nonvascular Plant,Tortula amphidiacea,Tortula Moss,
4127,Vascular Plant,Carex vallicola,Valley Sedge,
1256,Vascular Plant,Rhododendron calendulaceum,Flame Azalea,
4895,Vascular Plant,Phacelia humilis var. humilis,Low Phacelia,
2649,Vascular Plant,Cuscuta pentagona var. pentagona,Field Dodder,
24,Mammal,Mustela nivalis,Least Weasel,
347,Bird,Podiceps auritus,Horned Grebe,
1382,Vascular Plant,Robinia pseudoacacia,Black Locust,
3622,Vascular Plant,Draba borealis,Boreal Draba,
258,Bird,Dendroica pinus,Pine Warbler,
3351,Vascular Plant,Allium geyeri var. tenerum,Bulbil Onion,
611,Vascular Plant,Foeniculum vulgare,Sweet Fennel,
2957,Nonvascular Plant,Zygodon viridissimus var. rupestris,Zygodon Moss,
529,Fish,Micropterus punctulatus,Spotted Bass,
3032,Mammal,Ursus arctos horribilis,Grizzly Bear,Threatened
60,Mammal,Peromyscus gossypinus,Cotton Mouse,
4109,Vascular Plant,Carex pellita,Woolly Sedge,
5746,Vascular Plant,Prunus subcordata,Klamath Plum,
56,Mammal,Ochrotomys nuttalli,Golden Mouse,
1751,Vascular Plant,Huperzia selago var. densa,Fir Clubmoss,
255,Bird,Dendroica palmarum,Palm Warbler,
1462,Vascular Plant,Juglans nigra,Black Walnut,
1757,Vascular Plant,Lycopodium digitatum,Running-Pine,
1445,Vascular Plant,Quercus prinus,Chestnut Oak,
548,Fish,Perca flavescens,Yellow Perch,
4746,Vascular Plant,Ericameria arborescens,Goldenfleece,
553,Fish,Percina squamata,Olive Darter,Species of Concern
5686,Vascular Plant,Delphinium nudicaule,Red Larkspur,
1755,Vascular Plant,Lycopodium complanatum,Running-Pine,
288,Bird,Passer domesticus,House Sparrow,
303,Bird,Catharus guttatus,Hermit Thrush,
299,Bird,Thryothorus ludovicianus,Carolina Wren,
297,Bird,Thryomanes bewickii,Bewick's Wren,
3082,Bird,Anas cyanoptera,Cinnamon Teal,
2292,Vascular Plant,Poa paludigena,Bog Bluegrass,Species of Concern
3180,Bird,Pinicola enucleator,Pine Grosbeak,
202,Bird,Melospiza georgiana,Swamp Sparrow,
3193,Bird,Oreoscoptes montanus,Sage Thrasher,Species of Concern
1372,Vascular Plant,Orbexilum onobrychis,Tall Psoralea,
211,Bird,Spizella pusilla,Field Sparrow,
5460,Vascular Plant,Carex amplifolia,Bigleaf Sedge,
3086,Bird,Aythya marila,Greater Scaup,
900,Vascular Plant,Pseudognaphalium obtusifolium ssp. obtusifolium,Rabbittobacco,
1400,Vascular Plant,Trifolium hybridum,Alsike Clover,
1142,Vascular Plant,Rumex patientia,Patience Dock,
2246,Vascular Plant,Leersia oryzoides,Rice Cutgrass,
2244,Vascular Plant,Hordeum vulgare,Common Barley,
5487,Vascular Plant,Carex multicostata,Manyrib Sedge,
5772,Vascular Plant,Phoradendron pauciflorum,Fir Mistletoe,
2258,Vascular Plant,Muhlenbergia capillaris,Hairawn Muhly,
4500,Mammal,Sorex monticolus,Montane Shrew,
3841,Vascular Plant,Astragalus kentrophyta var. tegetarius,Mat Milkvetch,
1383,Vascular Plant,Robinia viscosa,Clammy Locust,
3161,Bird,Cyanocitta stelleri,Steller's Jay,
3115,Bird,Xema sabini,Sabine's Gull,
1605,Vascular Plant,Scutellaria saxatilis,Rock Skullcap,
225,Bird,Progne subis,Purple Martin,Species of Concern
1915,Vascular Plant,Osmunda cinnamomea,Cinnamon Fern,
2281,Vascular Plant,Paspalum setaceum,Thin Paspalum,
2222,Vascular Plant,Elymus villosus,Hairy Wildrye,
871,Vascular Plant,Lactuca hirsuta,Hairy Lettuce,
221,Bird,Loxia curvirostra,Red Crossbill,Species of Concern
924,Vascular Plant,Smallanthus uvedalius,Hairy Leafcup,
617,Vascular Plant,Oxypolis rigidior,Stiff Cowbane,
193,Bird,Corvus brachyrhynchos,American Crow,
3543,Vascular Plant,Symphyotrichum foliaceum var. parryi,Parry's Aster,
43,Mammal,Lepus americanus,Snowshoe Hare,
3383,Vascular Plant,Agoseris glauca var. glauca,Pale Agoseris,
5796,Vascular Plant,Heuchera rubescens var. rydbergiana,Pink Alumroot,
5795,Vascular Plant,Heuchera rubescens var. glandulosa,Pink Alumroot,
53,Mammal,Microtus pinetorum,Woodland Vole,
5365,Vascular Plant,Salix arctica,Arctic Willow,
5794,Vascular Plant,Heuchera rubescens var. alpicola,Pink Alumroot,
1028,Vascular Plant,Brassica juncea,India Mustard,
5370,Vascular Plant,Salix lasiolepis,Arroyo Willow,
5373,Vascular Plant,Salix lutea,Yellow Willow,
2084,Vascular Plant,Fimbristylis tomentosa,Woolly Fimbry,
1440,Vascular Plant,Quercus marilandica,Blackjack Oak,
5374,Vascular Plant,Salix orestera,Sierra Willow,
4565,Bird,Pelecanus occidentalis,Brown Pelican,In Recovery
3350,Vascular Plant,Allium cernuum,Nodding Onion,
1501,Vascular Plant,Galium circaezans,Wild Licorice,
3542,Vascular Plant,Symphyotrichum foliaceum var. canbyi,Canby's Aster,
5346,Vascular Plant,Disporum hookeri,Drops Of Gold,
3539,Vascular Plant,Symphyotrichum eatonii,Eaton's Aster,
3461,Vascular Plant,Erigeron ochroleucus var. scribneri,Buff Fleabane,
3460,Vascular Plant,Erigeron ochroleucus var. ochroleucus,Buff Fleabane,
2003,Vascular Plant,Carex hirsutella,Hirsute Sedge,
3470,Vascular Plant,Eucephalus elegans,Elegant Aster,
1461,Vascular Plant,Juglans mandshurica,Manchu Walnut,
13,Mammal,Felis concolor,Mountain Lion,
1065,Vascular Plant,Cleome hassleriana,Spider Flower,
3685,Vascular Plant,Grayia spinosa,Spiny Hopsage,
4597,Amphibian,Anaxyrus canorus,Yosemite Toad,Threatened
17,Mammal,Mephitis mephitis,Striped Skunk,
1490,Vascular Plant,Gentianella quinquefolia ssp. quinquefolia,Stiff Gentian,
2042,Vascular Plant,Carex stricta,Uptight Sedge,
3535,Vascular Plant,Symphyotrichum ascendens,Western Aster,
2047,Vascular Plant,Carex torta,Twisted Sedge,
35,Mammal,Myotis keenii,Keen's Myotis,Species of Concern
5803,Vascular Plant,Saxifraga bryophora,Bud Saxifrage,
4593,Reptile,Eumeces skiltonianus,Western Skink,
5444,Vascular Plant,Pinus attenuata,Knobcone Pine,
1948,Vascular Plant,Carex abscondita,Thicket Sedge,
3243,Bird,Aechmophorus clarkii,Clark's Grebe,
168,Bird,Bonasa umbellus,Ruffed Grouse,
1929,Vascular Plant,Picea abies,Norway Spruce,
3815,Vascular Plant,Ipomopsis aggregata var. aggregata,Scarlet Gilia,
4937,Vascular Plant,Draba breweri,Cushion Draba,
175,Bird,Fulica americana,American Coot,
179,Bird,Rallus limicola,Virginia Rail,
951,Vascular Plant,Solidago uliginosa,Bog Goldenrod,
4525,Bird,Passerina caerulea,Blue Grosbeak,
181,Bird,Bombycilla cedrorum,Cedar Waxwing,
5777,Vascular Plant,Acer macrophyllum,Bigleaf Maple,
3220,Bird,Ixoreus naevius,Varied Thrush,
185,Bird,Guiraca caerulea,Blue Grosbeak,Species of Concern
191,Bird,Certhia americana,Brown Creeper,Species of Concern
5439,Vascular Plant,Calocedrus decurrens,Incense Cedar,
3816,Vascular Plant,Microsteris gracilis var. humilior,Slender Phlox,
2157,Vascular Plant,Bromus ciliatus,Fringed Brome,
158,Bird,Zenaida macroura,Mourning Dove,
3244,Bird,Aechmophorus occidentalis,Western Grebe,Species of Concern
3249,Bird,Athene cunicularia,Burrowing Owl,
91,Bird,Accipiter cooperii,Cooper's Hawk,Species of Concern
2100,Vascular Plant,Scirpus tabernaemontani,Great Bulrush,
998,Vascular Plant,Buglossoides arvensis,Corn Gromwell,
993,Vascular Plant,Lobelia puberula,Downy Lobelia,
1937,Vascular Plant,Pinus taeda,Loblolly Pine,
103,Bird,Coragyps atratus,Black Vulture,
3326,Vascular Plant,Angelica roseana,Rose Angelica,
3283,Fish,Oncorhynchus mykiss,Rainbow Trout,Threatened
2122,Vascular Plant,Juncus subcaudatus var. subcaudatus,Woodland Rush,
2124,Vascular Plant,Juncus trifidus,Highland Rush,
3278,Fish,Rhinichthys osculus,Speckled Dace,
129,Bird,Chaetura pelagica,Chimney Swift,
139,Bird,Larus atricilla,Laughing Gull,Species of Concern
149,Bird,Phalaropus fulicarius,Red Phalarope,
970,Vascular Plant,Symphyotrichum shortii,Short's Aster,
1933,Vascular Plant,Pinus palustris,Longleaf Pine,
5400,Vascular Plant,Camissonia sierrae ssp. sierrae,Sierra Suncup,
2150,Vascular Plant,Arrhenatherum elatius var. elatius,Tall Oatgrass,
2911,Nonvascular Plant,Rauiella scita,Rauiella Moss,
5182,Vascular Plant,Trifolium breweri,Forest Clover,
5712,Vascular Plant,Rhamnus rubra,Red Buckthorn,
4703,Vascular Plant,Arnica nevadensis,Nevada Arnica,
5187,Vascular Plant,Trifolium obtusiflorum,Clammy Clover,
5166,Vascular Plant,Lupinus breweri var. bryoides,Matted Lupine,
1840,Vascular Plant,Viola labradorica,Alpine Violet,
1711,Vascular Plant,Lilium michauxii,Carolina Lily,
4808,Vascular Plant,Madia exigua,Small Tarweed,
2745,Nonvascular Plant,Dicranum viride,Dicranum Moss,
2743,Nonvascular Plant,Dicranum spurium,Dicranum Moss,
2742,Nonvascular Plant,Dicranum scoparium,Dicranum Moss,
5653,Vascular Plant,Polypodium glycyrrhiza,Licorice Fern,
1468,Vascular Plant,Asclepias exaltata,Poke Milkweed,
2454,Vascular Plant,Elaeagnus angustifolia,Russian Olive,
2741,Nonvascular Plant,Dicranum polysetum,Dicranum Moss,
5167,Vascular Plant,Lupinus breweri var. grandiflorus,Matted Lupine,
2680,Nonvascular Plant,Andreaea rupestris,Andreaea Moss,
4769,Vascular Plant,Eriophyllum confertiflorum var. confertiflorum,Golden-Yarrow,
4116,Vascular Plant,Carex preslii,Presl's Sedge,
750,Vascular Plant,Aster retroflexus,Curtis? Aster,
423,Amphibian,Rana palustris,Pickerel Frog,
2832,Nonvascular Plant,Cryphaea nervosa,Cryphaea Moss,
2831,Nonvascular Plant,Cryphaea glomerata,Cryphaea Moss,
5168,Vascular Plant,Lupinus covillei,Shaggy Lupine,
766,Vascular Plant,Chamomilla suaveolens,Pineappleweed,
2808,Nonvascular Plant,Anomodon viticulosus,Anomodon Moss,
2806,Nonvascular Plant,Anomodon rostratus,Anomodon Moss,
2805,Nonvascular Plant,Anomodon minor,Anomodon Moss,
2804,Nonvascular Plant,Anomodon attenuatus,Anomodon Moss,
1321,Vascular Plant,Chamaecrista nictitans ssp. nictitans var. nictitans,Partridge Pea,
651,Vascular Plant,Allium cernuum var. cernuum,Nodding Onion,
758,Vascular Plant,Brickellia eupatorioides var. eupatorioides,False Boneset,
1694,Vascular Plant,Verbena urticifolia,White Vervain,
2421,Vascular Plant,Delphinium exaltatum,Tall Larkspur,Species of Concern
5190,Vascular Plant,Trifolium willdenovii,Tomcat Clover,
5106,Vascular Plant,Ipomopsis aggregata ssp. bridgesii,Scarlet Gilia,
774,Vascular Plant,Cirsium muticum,Swamp Thistle,
4711,Vascular Plant,Artemisia spiciformis,Big Sagebrush,
5595,Vascular Plant,Festuca brachyphylla ssp. breviculmis,Alpine Fescue,
507,Fish,Phenacobius catostomus,Riffle Minnow,
2520,Vascular Plant,Prunus hortulana,Hortulan Plum,
674,Vascular Plant,Yucca filamentosa,Adam's-Needle,
4107,Vascular Plant,Carex parryana var. parryana,Parry's Sedge,
4251,Vascular Plant,Muhlenbergia mexicana,Mexican Muhly,
5628,Vascular Plant,Poa leptocoma ssp. leptocoma,Bog Bluegrass,
512,Fish,Rhinichthys cataractae,Longnose Dace,
4779,Vascular Plant,Grindelia nana,Idaho Gumweed,
2532,Vascular Plant,Rosa carolina,Carolina Rose,
4247,Vascular Plant,Muhlenbergia andina,Foxtail Muhly,
521,Fish,Lepomis cyanellus,Green Sunfish,
531,Fish,Pomoxis nigromaculatus,Black Crappie,
2539,Vascular Plant,Rosa wichuraiana,Memorial Rose,
5169,Vascular Plant,Lupinus formosus var. formosus,Summer Lupine,
4237,Vascular Plant,Hordeum brachyantherum,Meadow Barley,
4226,Vascular Plant,Festuca brachyphylla,Alpine Fescue,
2739,Nonvascular Plant,Dicranum fuscescens,Dicranum Moss,
504,Fish,Notropis spectrunculus,Mirror Shiner,
4715,Vascular Plant,Aster eatonii,Eaton's Aster,
2738,Nonvascular Plant,Dicranum fulvum,Dicranum Moss,
1813,Vascular Plant,Populus X jackii,Jack's Poplar,
5601,Vascular Plant,Hordeum brachyantherum ssp. brachyantherum,Meadow Barley,
4317,Vascular Plant,Anemone tetonensis,Teton Anemone,
2737,Nonvascular Plant,Dicranum flagellare,Dicranum Moss,
5603,Vascular Plant,Hordeum murinum ssp. glaucum,Smooth Barley,
481,Fish,Clinostomus funduloides,Rosyside Dace,
560,Fish,Oncorhynchus mykiss,Rainbow Trout,
4225,Vascular Plant,Festuca baffinensis,Baffin Fescue,
5123,Vascular Plant,Phlox gracilis,Slender Phlox,
4286,Vascular Plant,Trisetum canescens,Tall Trisetum,
495,Fish,Luxilus cornutus,Common Shiner,
2726,Nonvascular Plant,Brothera leana,Brothera Moss,
4284,Vascular Plant,Sporobolus cryptandrus,Sand Dropseed,
501,Fish,Notropis photogenis,Silver Shiner,
